class,GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan
0.0,136.7595628,195.6956522,89.52173913,511.2608696,15.83325208
0.0,93.6875,220.8571429,99.71428571,677.0,8.729494924
0.0,106.355814,218.6296296,99.48148148,719.5925926,19.9242048
0.0,139.2340426,211.0,99.77777778,588.6666667,18.66732803
0.0,183.28125,204.0,96.5,475.5,1.0
0.0,113.9808362,188.7222222,82.08333333,456.0,16.62578319
0.0,98.41964286,210.2857143,97.57142857,628.0,17.77983265
0.0,149.3125,206.6666667,94.83333333,607.6666667,27.37344618
0.0,111.4446855,206.5862069,94.34482759,631.7931034,25.2008814
0.0,109.2083333,220.0,95.08333333,757.4166667,19.72871568
0.0,139.4977477,201.2142857,88.07142857,568.2142857,22.3228571
0.0,130.8579387,201.7777778,88.06666667,471.8444444,16.21850795
0.0,141.5763889,213.0,90.77777778,721.7777778,40.47221269
0.0,106.2894737,197.5,86.5,541.5,27.57854943
0.0,133.6122112,178.5,73.81578947,347.2894737,18.83653622
0.0,140.3920455,204.0,96.0,583.0,21.8594307
0.0,134.625,216.9285714,98.71428571,714.7142857,12.61356575
0.0,142.6818182,210.2777778,93.94444444,628.3333333,25.65848836
0.0,139.6590909,211.5454545,91.36363636,679.8181818,13.61452797
0.0,140.75,213.6842105,95.21052632,756.3684211,10.72755016
0.0,138.65,203.2,88.0,641.2,39.85272889
0.0,143.2410714,186.7142857,82.85714286,467.5714286,27.10222523
0.0,130.5917085,192.78,85.4,540.5,24.07944352
0.0,117.6017442,220.9545455,103.1363636,673.1818182,10.24977323
0.0,112.6610879,212.4,94.6,773.6,24.33890347
0.0,122.0626866,213.2857143,95.14285714,557.0,22.67906824
0.0,124.7518519,229.6470588,109.2352941,806.1764706,6.494607825
0.0,122.1881533,200.3333333,90.0,631.0,22.21499883
0.0,136.5430464,200.5789474,85.10526316,450.7368421,16.12142292
0.0,123.2923497,205.6956522,91.17391304,481.0869565,17.80401603
0.0,113.2763158,195.0,84.54166667,467.4166667,27.2758542
0.0,127.6761364,221.4545455,103.0909091,768.4545455,28.98988139
0.0,92.7625,206.4,98.0,717.2,26.2297541
0.0,119.0585106,227.7288136,106.5084746,744.3728814,19.15983062
0.0,94.875,223.25,102.25,753.5,13.16007219
0.0,111.3,199.7,88.9,612.6,23.33688068
0.0,159.8671875,196.375,87.625,469.0,17.33313301
0.0,162.1,221.0,99.0,612.0,11.75755077
0.0,143.0,210.8421053,99.63157895,717.8947368,37.09880496
0.0,132.8737864,198.9230769,96.15384615,549.5384615,26.32388166
0.0,148.6531532,192.9285714,89.71428571,528.8571429,17.55298102
0.0,124.5421995,214.1836735,101.122449,575.7755102,20.19812322
0.0,121.1291391,220.4210526,107.7894737,767.0,23.22306917
0.0,121.1818182,203.1818182,93.63636364,592.4545455,45.61553309
0.0,137.7176871,201.2972973,92.75675676,484.972973,20.54676293
0.0,126.640625,221.75,101.25,591.0833333,12.26671196
0.0,128.5195313,192.625,86.3125,589.25,18.73822547
0.0,116.9835575,224.5,102.1904762,663.2380952,20.16014399
0.0,135.9144144,212.5714286,97.71428571,677.8571429,27.05134951
0.0,116.9403974,201.1578947,88.31578947,639.0526316,13.9050998
0.0,119.4849315,199.6521739,85.0,545.2608696,47.95784223
0.0,111.9810606,202.1764706,92.14705882,680.1176471,10.81045406
0.0,118.0435435,205.547619,93.16666667,625.6666667,36.93756607
0.0,131.5011655,200.8888889,83.22222222,631.4814815,28.36142398
0.0,117.6945876,197.9387755,88.02040816,604.8571429,17.20920107
0.0,117.4052045,183.0,76.82352941,399.4117647,21.05177749
0.0,130.2861771,193.7586207,83.62068966,522.5344828,28.64820032
0.0,149.5546875,201.0,94.5,629.5,25.78001891
0.0,133.2335244,181.3636364,75.81818182,390.75,12.34683015
0.0,110.2881944,199.2777778,82.22222222,622.0555556,34.91616945
0.0,120.5,195.125,84.1875,558.75,39.47145923
0.0,136.5945946,183.1904762,78.71428571,444.8571429,13.19296865
0.0,133.2382022,194.0357143,83.21428571,554.0714286,19.81148399
0.0,130.2468856,183.1964286,79.48214286,440.2678571,13.26110191
0.0,140.984252,186.5,86.5,476.0,23.00509454
0.0,125.5213675,202.9189189,88.21621622,575.3243243,21.08218985
0.0,112.0277778,211.0434783,92.2173913,634.4347826,23.23529679
0.0,118.9045802,196.5454545,81.60606061,516.4242424,26.56053259
0.0,119.5429553,195.3090909,87.36363636,519.3454545,21.70737012
0.0,130.511811,205.0,86.0,641.0,10.68804823
0.0,136.3244207,190.5070423,80.77464789,439.2816901,15.01256499
0.0,127.3075435,178.0615385,72.96923077,352.4307692,22.08437826
0.0,141.5546875,195.4375,86.0,492.5625,25.68552304
0.0,147.547619,187.75,88.25,561.5,8.150920193
0.0,117.44,194.537037,87.16666667,448.962963,9.484537268
0.0,126.9343284,194.952381,90.61904762,493.2380952,24.07000373
0.0,120.3117569,190.4375,83.0625,431.9791667,17.11460552
0.0,140.255814,181.8947368,75.31578947,410.2105263,16.0794642
0.0,142.8107639,187.3611111,80.16666667,442.9444444,16.44481982
0.0,148.9125,181.0,78.2,451.4,18.65502613
0.0,113.1875,184.8,74.6,383.7,24.97678923
0.0,137.1493506,186.4137931,80.10344828,392.6206897,17.10796659
0.0,108.1392405,181.0,86.4,453.8,27.72814455
0.0,137.1145833,187.75,74.91666667,493.0833333,15.95740859
0.0,133.4284116,190.5714286,87.375,586.0535714,21.82698082
0.0,100.3229167,185.6666667,77.0,527.0,19.9951383
0.0,146.2720588,187.2941176,81.35294118,547.4117647,14.98996204
0.0,133.4799567,196.862069,85.29310345,580.0862069,15.10015119
0.0,118.5539033,195.5294118,85.70588235,505.1176471,36.01672045
0.0,95.53125,197.1,87.7,565.1,18.05574701
0.0,125.3180516,182.8636364,76.68181818,449.7272727,14.31702737
0.0,113.9437229,193.3448276,86.48275862,596.3103448,17.27947515
0.0,116.4702886,194.8648649,88.94594595,599.4324324,24.10635068
0.0,134.4732143,195.7857143,85.35714286,526.2857143,26.2663943
0.0,139.8955696,191.7,78.4,456.3,12.66678728
0.0,128.8208778,177.9259259,71.07407407,296.0555556,12.15328482
0.0,120.3121019,189.2,82.2,418.1,34.49768108
0.0,119.8853047,184.4571429,81.51428571,468.5428571,35.33358234
0.0,113.0469108,253.0363636,118.5454545,794.9272727,27.20980621
0.0,140.2850746,253.7142857,117.1904762,777.6666667,23.21452991
0.0,117.3192982,257.0277778,121.7777778,756.3611111,18.72527176
0.0,115.2065359,251.7291667,120.5,763.1666667,15.32693481
0.0,116.0143646,254.0,124.8947368,813.4385965,10.78817565
0.0,138.2986217,256.4878049,123.3902439,805.902439,18.94464211
0.0,141.5546875,252.0,115.75,696.25,21.98721219
0.0,127.2665331,245.4285714,114.7460317,786.9365079,19.6867891
0.0,133.140678,228.2702703,103.6486486,632.7567568,31.10013517
0.0,118.0975,251.68,120.48,766.2,31.53426073
0.0,109.46875,216.5,104.0,611.0,18.22010489
0.0,135.0352941,194.7291667,82.97916667,414.8541667,17.75449865
0.0,124.2291667,210.3333333,110.6666667,457.0,17.21110752
0.0,135.2089552,202.6181818,94.70909091,388.0181818,27.49272481
0.0,126.7185185,215.4117647,102.8235294,610.0588235,38.79580115
0.0,117.8710692,198.7,82.0,433.8,18.35286081
0.0,148.046875,196.75,94.125,481.0,18.38976872
0.0,125.8306748,216.3921569,100.5490196,532.1372549,22.46162091
0.0,134.236631,209.2978723,93.38297872,580.5319149,28.83596542
0.0,111.8743456,193.6666667,93.5,484.8333333,28.30623704
0.0,112.45,246.2,114.0,699.6,25.8951733
0.0,149.75,245.0,113.5,685.5,27.5
0.0,118.09375,200.0,95.5,518.0,22.0
0.0,140.6666667,208.7142857,98.14285714,484.4285714,15.3994434
0.0,137.1984127,215.625,99.125,464.625,24.02049906
0.0,112.7566667,184.0,79.36842105,375.4210526,26.51566202
0.0,112.125,209.44,93.4,637.08,31.03943298
0.0,109.375,202.0,82.0,302.0,16.49810595
0.0,132.865598,196.9223301,84.87378641,388.7475728,14.85275072
0.0,108.5454545,214.3636364,91.63636364,589.0909091,13.66784245
0.0,97.38297872,228.3888889,103.6111111,674.0,7.397864223
0.0,122.8066667,207.9736842,90.0,421.4210526,17.3656497
0.0,142.702381,221.1818182,93.0,538.3636364,11.57797853
0.0,133.1937173,220.3333333,97.0,587.3333333,12.31163632
0.0,106.7882883,226.7142857,103.1428571,674.5,26.87736701
0.0,110.664557,197.5,86.5,459.0,15.9940614
0.0,119.362069,223.0689655,100.2068966,569.5172414,25.07164526
0.0,143.9327354,215.8928571,93.46428571,645.6785714,31.59679007
0.0,156.0833333,228.0,103.0,725.0,24.82885866
0.0,136.09,221.3157895,98.47368421,507.0526316,13.46134303
0.0,113.4076336,223.4634146,97.43902439,716.1707317,24.92014611
0.0,124.1114286,222.4772727,96.77272727,495.9772727,18.40836138
0.0,108.9928571,232.6666667,109.2222222,763.1111111,16.18383968
0.0,139.43125,216.5,96.5,724.5,11.83258214
0.0,127.4290739,189.6111111,81.42592593,318.9814815,18.32431503
0.0,141.2041667,220.0,101.6,643.6666667,37.41799923
0.0,147.5481728,188.7894737,82.73684211,302.6842105,11.62741054
0.0,116.6030473,226.7307692,103.3205128,677.6410256,20.67178787
0.0,140.2632576,233.6969697,105.1818182,717.0909091,33.2643087
0.0,99.2721519,234.6,96.8,676.0,23.55100847
0.0,126.53125,193.05,87.35,422.1,17.32130191
0.0,121.0208333,230.8666667,104.2666667,605.7,21.81969039
0.0,96.57894737,249.1578947,111.2631579,763.8421053,20.50930469
0.0,116.6321429,243.2571429,111.0571429,705.1714286,23.63021241
0.0,116.4296875,226.125,106.0,640.725,27.10303258
0.0,132.1189358,201.875,90.825,385.175,23.07157342
0.0,120.2744186,247.1029412,117.0147059,823.9852941,27.25881972
0.0,119.8019324,229.5384615,104.3846154,655.0769231,36.68426375
0.0,113.0833333,215.2222222,96.22222222,552.2777778,25.29285265
0.0,137.9251969,236.6875,106.5,754.75,34.56492984
0.0,139.8263889,238.5555556,109.1111111,762.3333333,45.29110233
0.0,147.454023,202.6363636,96.40909091,549.7727273,19.93030211
0.0,132.5321637,219.1627907,101.6976744,682.5116279,24.20772731
0.0,139.7401575,217.625,103.5,640.0,33.56127791
0.0,124.538206,191.4210526,79.36842105,299.5263158,12.29147397
0.0,110.6020942,207.4583333,93.16666667,456.125,14.41425799
0.0,156.4375,237.8571429,112.7142857,828.1428571,19.55734634
0.0,97.82051282,222.2,97.4,668.8,19.46689498
0.0,140.5243056,224.8333333,97.66666667,624.1111111,28.37790612
0.0,132.2569444,233.0,106.6666667,616.3333333,17.85123712
0.0,136.8450704,224.1111111,106.4444444,651.2222222,22.0151463
0.0,141.2089552,189.8235294,81.64705882,279.3529412,13.41099069
0.0,116.2427419,206.1282051,93.30769231,450.6282051,17.33183501
0.0,158.678733,208.2857143,94.5,438.0714286,8.362025436
0.0,127.65625,203.1,88.5,420.5,39.22613924
0.0,134.90625,221.4,100.0,613.8,14.39305388
0.0,103.1796875,215.25,98.25,566.25,28.31270695
0.0,119.3423423,227.5714286,106.7142857,717.8571429,28.6049803
0.0,138.8102894,222.4871795,100.0,581.2820513,34.0735369
0.0,113.6730769,205.3076923,95.69230769,550.0769231,22.10277232
0.0,100.2375,214.6,100.4,603.8,11.6258333
0.0,116.589372,219.5384615,90.46153846,559.3461538,20.47454763
0.0,126.828125,232.75,101.25,636.75,19.70247446
0.0,106.9429348,252.4782609,114.0869565,792.2608696,14.37573044
0.0,125.4906284,255.3157895,118.7017544,814.7192982,21.5536437
0.0,140.5397727,243.6363636,105.5454545,749.8181818,37.55986956
0.0,112.1015625,236.5,103.0,742.5,17.05952355
0.0,128.5853018,201.6041667,94.66666667,454.6458333,20.63758034
0.0,117.2566225,242.8684211,112.5263158,798.5,11.03673669
0.0,123.3444444,208.2352941,92.35294118,474.7647059,39.02150946
0.0,155.0625,220.0,98.0,555.0,10.49867717
0.0,113.8161765,218.2352941,103.2941176,655.0588235,16.89741079
0.0,126.1192469,231.5333333,110.9,735.0666667,15.51071314
0.0,138.8807107,209.56,89.96,526.44,29.72810118
0.0,137.6373874,192.75,85.46428571,426.2142857,15.25978274
0.0,115.0240385,226.4230769,101.3846154,709.6153846,27.13509922
0.0,148.9625,220.6,99.8,663.2,18.11077028
0.0,132.8014706,203.0,85.76923077,451.7307692,10.24817779
0.0,120.5166667,217.5333333,104.0666667,463.6,12.35475617
0.0,139.2215447,196.5806452,83.5483871,444.4193548,17.28502567
0.0,115.0640394,214.7843137,98.92156863,662.2352941,33.23386543
0.0,129.2887029,217.8666667,106.6,585.4,16.91337406
0.0,121.9414063,207.0625,96.8125,637.75,18.75322889
0.0,114.5849923,229.3414634,104.0487805,683.3658537,27.29049229
0.0,140.6142857,210.5,92.59090909,564.5,30.27671964
0.0,138.664557,210.0,99.0,657.0,42.2037913
0.0,134.6672794,225.4705882,100.2941176,654.4705882,29.77215961
0.0,118.0625,195.4,85.8,489.0,15.55120574
0.0,160.0625,237.6666667,107.0,771.3333333,18.66071334
0.0,88.99107143,218.4285714,103.2857143,617.0,9.007933012
0.0,132.7053571,214.8571429,99.35714286,581.5,31.91154867
0.0,131.3761755,222.35,102.8,621.75,41.41968131
0.0,112.5728643,217.28,103.08,651.0,29.19051901
0.0,121.0368421,215.9583333,101.25,617.625,23.55888014
0.0,129.471875,206.0,93.55,570.05,24.91405226
0.0,111.9958159,229.4,100.8,632.0666667,18.58553799
0.0,129.1319444,231.2222222,104.0,552.5555556,7.959775417
0.0,136.3263889,218.5555556,99.11111111,712.7777778,16.99091987
0.0,135.5192982,200.4444444,90.80555556,515.8888889,12.66142679
0.0,122.9113924,203.0,91.0,517.0,26.06990602
0.0,113.0881356,236.0,100.7894737,726.4210526,17.15660312
0.0,118.4347826,213.3793103,99.27586207,641.7241379,28.06316131
0.0,132.553719,208.7391304,94.30434783,583.3913043,20.60438407
0.0,156.5868056,250.0,117.5,811.7777778,9.249624617
0.0,126.8678679,218.2380952,102.0,663.5714286,32.20618101
0.0,99.45833333,245.2222222,117.7777778,788.3333333,6.707283677
0.0,156.2911392,215.5,97.9,619.6,12.83588719
0.0,131.71875,219.5,96.25,653.25,30.85573511
0.0,138.8068182,202.0,86.54545455,447.0,27.21588774
0.0,117.0292683,194.4615385,82.76923077,441.2307692,46.74948976
0.0,105.671875,229.1666667,104.8333333,791.0,21.29293049
0.0,133.8514286,236.4090909,107.6818182,796.2272727,28.97163047
0.0,133.446875,210.95,90.3,559.45,31.37112526
0.0,109.4568421,209.1,94.5,562.6666667,25.52219078
0.0,140.9044586,195.3,85.7,498.0,12.92468568
0.0,130.9791667,220.9166667,99.08333333,649.25,16.69497596
0.0,138.95625,209.6,96.2,508.4,11.68588893
0.0,130.6910828,237.1355932,112.2372881,786.4067797,23.91999256
0.0,105.6448864,242.8181818,112.1818182,762.0,35.86199443
0.0,137.0923077,205.8867925,90.79245283,562.2264151,24.13090265
0.0,111.9645669,199.8125,90.875,520.5625,29.57029496
0.0,138.9542857,211.2727273,91.36363636,549.6363636,24.55353402
0.0,141.5625,214.25,101.1,717.3,36.64188177
0.0,109.5848375,234.7714286,110.6285714,819.6857143,19.55768026
0.0,110.5631579,235.5,101.3333333,774.3333333,16.69747153
0.0,126.2341969,239.0,106.704918,778.7540984,20.08371354
0.0,138.1434599,186.8,83.8,351.0,15.88794092
0.0,141.3803922,211.875,96.25,621.9375,15.77961006
0.0,124.6640625,222.9166667,102.0833333,764.5833333,29.60703276
0.0,143.6142241,240.6206897,105.6551724,742.0344828,43.26210799
0.0,101.7,227.0,105.0,697.0,38.58186102
0.0,122.0451128,217.96,100.2,617.28,19.17973931
0.0,144.1614583,187.6666667,88.83333333,422.75,16.6906078
0.0,135.3473054,193.047619,91.33333333,459.0,17.74319198
0.0,122.0505443,246.382716,113.9382716,851.4074074,23.53763845
0.0,125.6875,232.6363636,104.5454545,700.7272727,15.13138056
0.0,142.7083333,235.4814815,106.2592593,702.5555556,28.7157203
0.0,141.5360231,217.2727273,98.13636364,572.1818182,7.965836143
0.0,137.0916667,229.6666667,106.3333333,724.3333333,29.47511191
0.0,114.1653543,235.25,105.125,747.375,34.61930233
0.0,138.4565217,218.4782609,97.17391304,666.2608696,27.87366856
0.0,115.7314356,235.3333333,107.9215686,728.3333333,27.26555018
0.0,117.8177419,235.3589744,111.2820513,873.2564103,21.86306075
0.0,121.3020833,225.5,102.1666667,773.3333333,32.30411051
0.0,124.3458746,223.0842105,100.0105263,665.1052632,25.58370326
0.0,132.0211268,221.4444444,103.0,764.0,24.11751067
0.0,122.9924433,244.08,111.32,732.4,20.35186478
0.0,142.2291667,238.1666667,113.1666667,917.5,12.53550513
0.0,134.298913,214.1304348,95.95652174,629.5652174,31.05815023
0.0,89.0875,230.0,99.8,739.2,10.24499878
0.0,128.0239044,243.0,112.25,827.5,14.85713213
0.0,133.0538117,216.2857143,102.5714286,537.1428571,20.77982243
0.0,127.4831933,242.4,110.2666667,785.1333333,25.69011916
0.0,152.6527778,231.2222222,111.0,778.8888889,22.19832048
0.0,123.0676329,233.8846154,111.3461538,789.6538462,23.73908968
0.0,145.6153846,243.6153846,115.9230769,816.4615385,29.4604338
0.0,114.5121951,229.2777778,107.3333333,743.1666667,25.43085518
0.0,153.4921875,208.75,91.0,501.75,15.79111696
0.0,141.9107143,232.0,100.4285714,679.1428571,39.1788156
0.0,148.8958333,229.0,106.0,751.0,30.09798812
